slug,fqhc_name,zip,website_source,original_url,is_alive,final_url,http_status,reason,checked_at
orlando-fl,Christian Service Center,32805,original,https://www.obfh.org,true,https://obfh.org/,200,ok,2026-05-28T18:06:51+00:00
orlando-fl,Osceola Community Health Services at Buenaventura Lakes,34744,original,https://www.osceolahealthcare.org,true,https://www.osceolahealthcare.org/,200,ok,2026-05-28T18:06:51+00:00
orlando-fl,Lake Underhill Health Center,32807,original,https://www.mytruehealth.org,true,https://www.mytruehealth.org/,200,ok,2026-05-28T18:06:51+00:00
charlotte-nc,AMG - Randolph Rd,28207,original,https://amitymed.org,true,https://www.amitymed.org/,200,ok,2026-05-28T18:06:51+00:00
portland-or,Billi Odegaard Dental Clinic,97209,original,https:////multco.us,false,,,other:InvalidURL:Invalid URL 'https:////multco.us': No host supplied,2026-05-28T18:06:51+00:00
portland-or,NARA Outpatient Treatment and Recovery Services Program,97201,original,https://www.naranorthwest.org,true,https://www.naranorthwest.org/,200,ok,2026-05-28T18:06:51+00:00
portland-or,Outside In BH,97205,places,https://outsidein.org/,true,https://outsidein.org/,200,ok,2026-05-28T18:06:51+00:00
portland-or,Old Town Clinic,97209,original,https://www.centralcityconcern.org,true,https://centralcityconcern.org/,200,ok,2026-05-28T18:06:51+00:00
portland-or,Cascadia Health- Administrative Office,97232,original,https://cascadiabhc.org/,false,,,"ssl_error:HTTPSConnectionPool(host='cascadiabhc.org', port=443): Max retries exceeded with",2026-05-28T18:06:51+00:00
portland-or,Cascade AIDS Project,97209,original,https://www.cascadeaids.org,true,https://www.capnw.org/,200,ok,2026-05-28T18:06:52+00:00
indianapolis-in,Damien Center - Legacy,46201,original,https://www.damien.org,true,https://www.damien.org/,200,ok,2026-05-28T18:06:52+00:00
indianapolis-in,Wheeler Shelter for Women and Children Clinic,46201,places,http://www.wheelermission.org/,true,https://wheelermission.org/,200,ok,2026-05-28T18:06:52+00:00
indianapolis-in,Eskenazi Health Center Pedigo,46202,original,https://www.eskenazihealth.edu/locations/primary-care-sites,true,https://www.eskenazihealth.edu/locations/primary-care-sites,200,ok,2026-05-28T18:06:53+00:00
indianapolis-in,IPS 54 School Based Clinic - Brookside Academy,46201,places,https://myips.org/brookside/,true,https://brookside.myips.org/,200,ok,2026-05-28T18:06:54+00:00
indianapolis-in,Aspire Indiana Health - Progress House,46202,places,http://www.progresshouse.org/,true,https://www.progresshouse.org/,200,ok,2026-05-28T18:06:54+00:00
columbus-oh,Heart of Ohio Family Health OB-GYN at St. Ann's,43081,places,https://www.mountcarmelhealth.com/location/mount-carmel-st-anns-obgyn-clinic,true,https://www.mountcarmelhealth.com/location/mount-carmel-st-anns-obgyn-clinic,200,ok,2026-05-28T18:06:54+00:00
columbus-oh,Lower Lights Health Northland,43231,places,https://llchc.org/,true,https://llchc.org/,200,ok,2026-05-28T18:06:55+00:00
columbus-oh,Equitas Health Columbus Administration Office,43229,original,https://www.equitashealth.com,true,https://equitashealth.com/,200,ok,2026-05-28T18:06:55+00:00
columbus-oh,PrimaryOne Health 4661 Sawmill Road,43220,places,https://www.primaryonehealth.org/locations/,true,https://www.primaryonehealth.org/locations/,200,ok,2026-05-28T18:06:55+00:00
columbus-oh,OSU Total Health Care Center Rardin,43201,places,https://wexnermedical.osu.edu/locations/primary-care-northwood-high?utm_campaign=med_general-awareness-evergreen_corp&utm_source=googlemybusiness&utm_medium=organic&utm_content=gmb_listing,true,https://wexnermedical.osu.edu/locations/primary-care-northwood-high?utm_campaign=med_general-awareness-evergreen_corp&utm_source=googlemybusiness&utm_medium=organic&utm_content=gmb_listing,200,ok,2026-05-28T18:06:56+00:00
columbus-oh,Health Center at Faith Mission,43215,original,https://www.lssnetworkofhope.org,true,https://lssnetworkofhope.org/,200,ok,2026-05-28T18:06:56+00:00
nashville-tn,UNHS MIssion Clinic,37203,original,https://www.neighborhoodhealthtn.org,true,https://neighborhoodhealthtn.org/,200,ok,2026-05-28T18:06:57+00:00
nashville-tn,VINE HILL COMMUNITY CLINIC,37204,original,https://www.connectus.org,true,https://www.connectus.org/,200,ok,2026-05-28T18:06:57+00:00
nashville-tn,MATTHEW WALKER COMPREHENSIVE HEALTH CENT,37208,original,https://www.mwchc.org,true,https://mwchc.org/,200,ok,2026-05-28T18:06:59+00:00
nashville-tn,Primary Care & Hope Clinic of Smyrna,37167,original,https://hopeclnc.org,true,https://hopeclnc.org/,200,ok,2026-05-28T18:07:00+00:00
nashville-tn,TENNESSEE DEPARTMENT OF HEALTH,37216,original,http://health.state.tn.us/,true,https://www.tn.gov/health,200,ok,2026-05-28T18:07:00+00:00
indianapolis-in,Jane Pauley Community Health Center at 16th Street,46218,original,https://www.janepauleychc.com,false,,,"conn_error:HTTPSConnectionPool(host='www.janepauleychc.com', port=443): Max retries exceede",2026-05-28T18:07:09+00:00
atlanta-ga,The Family Health Center of GA dba Georgia Center for Women at Peachtree,30308,original,https://gacfw.com,false,,,"conn_error:HTTPSConnectionPool(host='gacfw.com', port=443): Max retries exceeded with url: ",2026-05-28T18:07:25+00:00
