psc_id,state_code,city_slug,city_addr,state_addr,zip,address,latitude,longitude,phone,url,business_status,fetched_at
ChIJMZoEZubQyIAR9AgkeJZaGMc,NV,henderson,Henderson,NV,89011,"800 N Gibson Rd UNIT 111, Henderson, NV 89011, USA",36.071578699999996,-115.02773930000001,(702) 239-7938,https://locations.questdiagnostics.com/nv/henderson/800-n-gibson-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJC-8Qv5rqyIARxj_3m4jbhyw,NV,las-vegas,Las Vegas,NV,89128,"3150 N Tenaya Wy Ste 250, Las Vegas, NV 89128, USA",36.2168087,-115.2495388,(702) 786-3291,https://questdiagnostics.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=gmb-website-link,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJLx4XegLOyIARohcDYU_GRWg,NV,henderson,Henderson,NV,89052,"2465 W Horizon Ridge Pkwy Ste 120, Henderson, NV 89052, USA",36.0050811,-115.09450489999999,(725) 221-0893,https://locations.questdiagnostics.com/nv/henderson/2465-w-horizon-ridge-pkwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJAbmmwLjWyIARed-LrrQtXzQ,NV,henderson,Henderson,NV,89015,"210 N Boulder Hwy Ste 140, Henderson, NV 89015, USA",36.0419074,-114.9825916,(702) 239-8621,https://locations.questdiagnostics.com/nv/henderson/210-n-boulder-hwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJPUwu2FKTyIARYKT8AzeyZiU,NV,las-vegas,Las Vegas,NV,89149,"7061 Grand Montecito Pkwy, Las Vegas, NV 89149, USA",36.2888541,-115.28477719999998,(702) 733-7866,http://questdiagnostics.com/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJL9PLrIDKRIYR2K1YPqr9UCw,TX,austin,Austin,TX,78731,"3708 Jefferson St Suite B, Austin, TX 78731, USA",30.3088891,-97.7516057,(512) 420-9444,https://locations.questdiagnostics.com/tx/austin/3708-jefferson-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ4ys02jVLW4YRvKfAIt5fQ5U,TX,austin,Austin,TX,78704,"2025 W Ben White Blvd, Austin, TX 78704, USA",30.229272499999993,-97.789943,(512) 448-9922,https://locations.questdiagnostics.com/tx/austin/2025-w-ben-white-blvd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJffc--bhKW4YREp13i6MsswY,TX,west-lake-hills,West Lake Hills,TX,78746,"3300 Bee Caves Rd Suite 500, West Lake Hills, TX 78746, USA",30.275005399999998,-97.79891119999999,(512) 329-6939,https://locations.questdiagnostics.com/tx/west-lake-hills/3300-bee-caves-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJLdAFro_LRIYRjvWbFAx9RLA,TX,austin,Austin,TX,78757,"2525 W Anderson Ln., Austin, TX 78757, USA",30.3557113,-97.73452960000002,(512) 416-9557,https://locations.questdiagnostics.com/tx/austin/2525-w-anderson-ln,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ5SN_gGtMW4YR69A1iBx20Kk,TX,austin,Austin,TX,78748,"9911 Brodie Ln, Austin, TX 78748, USA",30.183983299999998,-97.8477015,(512) 292-1292,https://locations.questdiagnostics.com/tx/austin/9911-brodie-ln,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJBX8ATmhTW4YRnGrwimMsdcI,TX,buda,Buda,TX,78610,"690 Old San Antonio Rd, Buda, TX 78610, USA",30.086372100000002,-97.8248977,(512) 400-4153,https://locations.questdiagnostics.com/tx/buda/690-old-san-antonio-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ8TYgxizQRIYR80A-v0pQQYg,TX,round-rock,Round Rock,TX,78664,"Randalls Store, 2051 Gattis School Rd, Round Rock, TX 78664, USA",30.4948599,-97.6541594,(512) 310-8282,https://locations.questdiagnostics.com/tx/round-rock/2051-gattis-school-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJNxXUhlrTRIYRmrZiQZkc0S0,TX,cedar-park,Cedar Park,TX,78613,"12920 W Parmer Ln Ste 103, Cedar Park, TX 78613, USA",30.5318901,-97.7801441,(737) 717-6913,https://locations.questdiagnostics.com/tx/cedar-park/12920-w-parmer-ln,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ7TQvaAAxW4YRhOOYR25zy6M,TX,austin,Austin,TX,78732,"5145 N FM 620, Austin, TX 78732, USA",30.3893281,-97.8838595,(512) 702-9208,https://www.questdiagnostics.com/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJj6mOlNA5W4YRs91Xru19fNM,TX,lakeway,Lakeway,TX,78734,"2301 Ranch Rd 620 S, Lakeway, TX 78734, USA",30.341398899999994,-97.9670587,(512) 263-2000,https://locations.questdiagnostics.com/tx/lakeway/2301-ranch-road-620-s,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJR_Ygli1HW4YRC_4I5lXRpMA,TX,dripping-springs,Dripping Springs,TX,78620,"13830 Sawyer Ranch Rd suite 105, Dripping Springs, TX 78620, USA",30.194870999999996,-97.99838849999999,(830) 330-1003,https://locations.questdiagnostics.com/tx/dripping-springs/13830-sawyer-ranch-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJTexTMxIsW4YR-bTvLYAi3Jo,TX,leander,Leander,TX,78641,"651 N US Hwy 183 #155, Leander, TX 78641, USA",30.585513400000004,-97.85707939999999,(512) 259-2879,https://locations.questdiagnostics.com/tx/leander/651-n.-us-hwy-183,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJSYD9sQ21RIYR4JuDNLfALDI,TX,austin,Austin,TX,78701,"1204 San Antonio St Second Floor, Austin, TX 78701, USA",30.2756846,-97.7453625,(866) 982-0561,http://www.inquest.net/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJJ8gDkhQrRYYRy61UUcvgboc,TX,georgetown,Georgetown,TX,78628,"4402 Williams Dr, Georgetown, TX 78628, USA",30.68105,-97.71718779999999,(866) 697-8378,https://locations.questdiagnostics.com/tx/georgetown/4402-williams-dr,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJxT8DvTG9XIYR3MJF_-hm-Bs,TX,new-braunfels,New Braunfels,TX,78130,"894 TX-337 Loop Suite A, New Braunfels, TX 78130, USA",29.7186332,-98.1029467,(830) 608-0122,https://locations.questdiagnostics.com/tx/new-braunfels/894-loop-337,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJg3Lj7jWBXIYRNAEJ7G6qQrw,TX,spring-branch,Spring Branch,TX,78070,"305 Singing Oaks, Spring Branch, TX 78070, USA",29.801720999999997,-98.42131979999999,(830) 515-5868,https://locations.questdiagnostics.com/tx/spring-branch/305-singing-oaks,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJa15cRox544kRzNZrhla8rSQ,MA,boston,Boston,MA,02115,"319 Longwood Ave First Floor, # 1, Boston, MA 02115, USA",42.3380211,-71.1052965,(617) 731-2240,https://locations.questdiagnostics.com/ma/boston/319-longwood-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJq6o6mex544kRW1YTtyy5fhM,MA,brookline,Brookline,MA,02446,"1180 Beacon St STE 3A, Brookline, MA 02446, USA",42.3443225,-71.1147253,(617) 232-5733,https://locations.questdiagnostics.com/ma/brookline/1180-beacon-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJLc8C4Zd544kRXGSyrAGdWrU,MA,boston,Boston,MA,02215,"1340 Boylston St, Boston, MA 02215, USA",42.3440746,-71.0989723,(866) 697-8378,https://fenwayhealth.org/info/quest-labs/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJSbe3BEp444kRYHHY8gIobZk,MA,boston,Boston,MA,02135,"280 Washington St Suite 101, Brighton, MA 02135, USA",42.34813,-71.1501491,(617) 562-1533,https://locations.questdiagnostics.com/ma/brighton/280-washington-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJrWXleDV444kR71Nfi0igvfE,MA,boston,Boston,MA,02135,"11 Nevins St #502, Brighton, MA 02135, USA",42.3489924,-71.1473027,(617) 789-3000,http://www.questdiagnostics.com/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJEwRhREV244kRIdNnMLpAwzk,MA,arlington,Arlington,MA,02476,"22 Mill St STE 107, Arlington, MA 02476, USA",42.4177974,-71.1581216,(781) 641-1941,https://locations.questdiagnostics.com/ma/arlington/22-mill-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJJ8PqTRx844kRFRJwJLOxysk,MA,boston,Boston,MA,02126,"1575 Blue Hill Ave, Mattapan, MA 02126, USA",42.2697988,-71.09406229999999,(617) 696-0990,https://locations.questdiagnostics.com/ma/mattapan/1575-blue-hill-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ9fdZmiOD44kReQALUYe-xNo,MA,waltham,Waltham,MA,02453,"20 Hope Ave Ste 311, Waltham, MA 02453, USA",42.369710999999995,-71.24808110000001,(781) 647-0347,https://locations.questdiagnostics.com/ma/waltham/20-hope-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJpzP7kdl844kRakTknHO0y6Y,MA,quincy,Quincy,MA,02169,"Crown Colony Medical Center, 500 Congress St Ste 1E, Quincy, MA 02169, USA",42.234632,-71.0162539,(617) 773-0080,https://locations.questdiagnostics.com/ma/quincy/500-congress-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJo3nVDqNz44kRjDhwMgxAP00,MA,melrose,Melrose,MA,02176,"50 Tremont St STE 102, Melrose, MA 02176, USA",42.460956599999996,-71.06981820000001,(781) 979-0806,https://locations.questdiagnostics.com/ma/melrose/50-tremont-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJXYoa0wx944kRdGrzB5Ix5xQ,MA,braintree,Braintree,MA,02184,"340 Wood Rd Suite 302, Braintree, MA 02184, USA",42.215971499999995,-71.0411409,(781) 849-7993,https://locations.questdiagnostics.com/ma/braintree/340-wood-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJE5d1ZXd_5IkRpMUpnSo4oLA,MA,norwood,Norwood,MA,02062,"134 Nahatan St Suite 142, Norwood, MA 02062, USA",42.191600699999995,-71.1960686,(781) 769-5128,https://locations.questdiagnostics.com/ma/norwood/134-nahatan-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJh-QD5TN-5IkRNBfhA_g9h98,MA,norwood,Norwood,MA,02062,"95 Chapel St G5, Norwood, MA 02062, USA",42.183311499999995,-71.2092253,(781) 762-1712,https://locations.questdiagnostics.com/ma/norwood/95-chapel-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJcczcn8UT44kRAsU3ufonN_0,MA,danvers,Danvers,MA,01923,"180 Endicott St, Danvers, MA 01923, USA",42.5474128,-70.9399233,(978) 777-7879,https://locations.questdiagnostics.com/ma/danvers/180-endicott-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJL1C3q02E5IkR9qXRfTs-d0Q,MA,brockton,Brockton,MA,02301,"1 Pearl St Lower Level, Brockton, MA 02301, USA",42.088887899999996,-71.06477339999999,(508) 584-2010,https://locations.questdiagnostics.com/ma/brockton/1-pearl-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJPWdMxIKd5IkR4Khnr3CjJX4,MA,weymouth,Weymouth,MA,02190,"851 Main St Nevin Bldg 2nd Floor Suite 17, South Weymouth, MA 02190, USA",42.1763507,-70.9558874,(781) 335-4208,https://locations.questdiagnostics.com/ma/south-weymouth/851-main-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJx1IZg0tn44kRgQvpNEZjb48,MA,cohasset,Cohasset,MA,02025,"223 Chief Justice Cushing Hwy Lower Level 3, Cohasset, MA 02025, USA",42.2403621,-70.8301697,(781) 383-0180,https://locations.questdiagnostics.com/ma/cohasset/223-chief-justice-cushing-hwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJbTwKF0aI44kRPCS9p39bi48,MA,framingham,Framingham,MA,01702,"61 Lincoln St STE 308, Framingham, MA 01702, USA",42.2834403,-71.4177629,(508) 370-7341,https://locations.questdiagnostics.com/ma/framingham/61-lincoln-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJwxPDjlyE5IkR-2k6MnIE-fg,MA,brockton,Brockton,MA,02301,"830 Oak St Suite 103 West, Brockton, MA 02301, USA",42.0987775,-71.06082669999999,(508) 588-0308,https://locations.questdiagnostics.com/ma/brockton/830-oak-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJF7SO7uS5QIYRWE3tcmDjSBQ,TX,houston,Houston,TX,77007,"1431 Studemont St Ste 700, Houston, TX 77007, USA",29.774354199999998,-95.3910921,(281) 740-7989,https://locations.questdiagnostics.com/tx/houston/1431-studemont-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJIat_FYK_QIYRid6xJQaGJ7E,TX,houston,Houston,TX,77004,"1200 Binz St Ste 115, Houston, TX 77004, USA",29.723971,-95.3878203,(713) 527-8058,https://locations.questdiagnostics.com/tx/houston/1200-binz-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJkzl953nAQIYRV4M-IjckPWA,TX,houston,Houston,TX,77030,"6410 Fannin St Suite 220, Houston, TX 77030, USA",29.714536099999997,-95.3979636,(713) 791-9101,https://locations.questdiagnostics.com/tx/houston/6410-fannin-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ41zAmwHHQIYRl_e308alSlI,TX,houston,Houston,TX,77008,"1919 N Loop W Suite 125, Houston, TX 77008, USA",29.810548500000003,-95.43425169999999,(713) 861-9642,https://locations.questdiagnostics.com/tx/houston/1919-north-loop-w,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ6VT98Q7AQIYRLKBiriLQt14,TX,houston,Houston,TX,77054,"7400 Fannin St Suite 180, Houston, TX 77054, USA",29.6944242,-95.4010315,(713) 791-1684,https://locations.questdiagnostics.com/tx/houston/7400-fannin-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJu7XBhEjAQIYR6yUxiQGYY-I,TX,houston,Houston,TX,77025,"3131 W Holcombe Blvd, Houston, TX 77025, USA",29.7046861,-95.4256111,(713) 667-7772,https://locations.questdiagnostics.com/tx/houston/3131-w-holcombe-blvd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJSaHc497HQIYRJmK5Wx_VsN4,TX,houston,Houston,TX,77008,"1631 N Loop W #170, Houston, TX 77008, USA",29.8117063,-95.4303252,(281) 740-5945,https://locations.questdiagnostics.com/tx/houston/1631-north-loop-w,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ27PSfbzEQIYRIlNY9sQJp-Y,TX,houston,Houston,TX,77024,"12385 Kingsride Ln, Houston, TX 77024, USA",29.778724900000004,-95.5468604,(713) 973-2746,https://locations.questdiagnostics.com/tx/houston/12385-kingsride-avenue,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJfadOntLBQIYRsv5ikDYQQeU,TX,houston,Houston,TX,77027,"4625 Southwest Fwy Site 142, Houston, TX 77027, USA",29.7291059,-95.45311699999999,(346) 887-6363,https://locations.questdiagnostics.com/tx/houston/4625-southwest-freeway,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJv2agKSrBQIYRK4liCeEXa34,TX,bellaire,Bellaire,TX,77401,"6700 W Loop S Ste 320, Bellaire, TX 77401, USA",29.707283999999994,-95.46062219999999,(713) 724-7106,https://locations.questdiagnostics.com/tx/bellaire/6700-west-loop-s,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJw0mn747CQIYRJVpRioEOd7o,TX,houston,Houston,TX,77074,"8200 Wednesbury Ln Suite 450, Houston, TX 77074, USA",29.689206300000002,-95.5267081,(713) 271-3820,https://locations.questdiagnostics.com/tx/houston/8200-wednesbury-ln,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJdyr-dl-YQIYRVzgJ3xfZOnk,TX,pasadena,Pasadena,TX,77505,"4904 Fairmont Pkwy Building 1, Pasadena, TX 77505, USA",29.6488539,-95.1690385,(281) 991-1277,https://locations.questdiagnostics.com/tx/pasadena/4904-fairmont-pkwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJlZ30MnujQIYRK9JIG3AiwFs,TX,houston,Houston,TX,77015,"1140 Westmont Dr Suite 510, Houston, TX 77015, USA",29.7719926,-95.1954971,(713) 455-0406,https://locations.questdiagnostics.com/tx/houston/1140-westmont-dr,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJGWQVIJXRQIYRbByNOdEWkHg,TX,houston,Houston,TX,77065,"10680 Jones Rd Suite 200, Houston, TX 77065, USA",29.9288096,-95.5840446,(281) 894-9214,https://locations.questdiagnostics.com/tx/houston/10680-jones-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJjcTKhZjRQIYRL430yWqewoI,TX,houston,Houston,TX,77065,"11811 FM 1960 W #155, Houston, TX 77065, USA",29.9253157,-95.59628750000002,(281) 970-4883,https://locations.questdiagnostics.com/tx/houston/11811-fm-1960-rd-w,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJHQeSG5bbQIYRZRgpysQoFW0,TX,houston,Houston,TX,77079,"10837 Katy Fwy Suite 150, Houston, TX 77079, USA",29.783577899999994,-95.5682586,(713) 461-5914,https://locations.questdiagnostics.com/tx/houston/10837-katy-fwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ4dyjAPDcQIYRvEanXUPYeuU,TX,houston,Houston,TX,77082,"12121 Richmond Ave Suite 124, Houston, TX 77082, USA",29.7297965,-95.59317419999999,(281) 752-6171,https://locations.questdiagnostics.com/tx/houston/12121-richmond-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ6aiFD_LNQIYRebHUHvadS40,TX,houston,Houston,TX,77070,"7538 Cypress Creek Pkwy, Houston, TX 77070, USA",29.9656832,-95.54097809999999,(281) 469-1726,https://locations.questdiagnostics.com/tx/houston/7538-cypress-creek-pkwy,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJS0qtDVWVQIYRx-czDeox1uQ,TX,houston,Houston,TX,77033,"8610 Martin Luther King Blvd suite b, Houston, TX 77033, USA",29.658132499999994,-95.33762089999999,(713) 877-6000,http://questdiagnostics.com/,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ48XDISKTQIYR3PL_MwUKc0k,TX,pearland,Pearland,TX,77584,"10907 Memorial Hermann Dr Ste 120, Pearland, TX 77584, USA",29.560893099999998,-95.3888018,(346) 833-1704,https://locations.questdiagnostics.com/tx/pearland/10907-memorial-hermann-dr,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ4Ujpsse22YgRHI0rvQWJAlA,FL,miami,Miami,FL,33136,"1050 NW 14th St Suite 110, Miami, FL 33136, USA",25.7873937,-80.2125215,(305) 545-3004,https://locations.questdiagnostics.com/fl/miami/1050-nw-14th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJUQtELAC12YgRJOe21fwjYKM,FL,miami-beach,Miami Beach,FL,33139,"1000 5th St, Miami Beach, FL 33139, USA",25.7737618,-80.1386232,(551) 486-0769,https://locations.questdiagnostics.com/fl/miami-beach/1000-5th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJde7ERoGx2YgRstzfBsJyJNo,FL,hialeah,Hialeah,FL,33013,"777 E 25th St #209, Hialeah, FL 33013, USA",25.8452727,-80.267325,(786) 742-8078,https://locations.questdiagnostics.com/fl/hialeah/777-e-25th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJy8sTABq42YgRlPiBLBL7B60,FL,miami,Miami,FL,33155,"5761 SW 40th St Ste. C, Miami, FL 33155, USA",25.7348826,-80.2880775,(305) 668-9566,https://locations.questdiagnostics.com/fl/miami/5761-sw-40th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJfx0i1G652YgR6fmKA-VoJ7w,FL,doral,Doral,FL,33172,"2600 NW 87th Ave Ste 12, Doral, FL 33172, USA",25.7984135,-80.3375762,(305) 418-8966,https://locations.questdiagnostics.com/fl/doral/2600-nw-87th-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ1xb-49az2YgRTf0Bde1esrg,FL,miami,Miami,FL,33161,"10920 Biscayne Blvd Ste 17 And 18, Miami, FL 33161, USA",25.876309000000003,-80.16945919999999,(786) 770-3299,https://locations.questdiagnostics.com/fl/miami/10920-biscayne-blvd,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ6WrF5RW72YgR3PNXK4gD6x4,FL,hialeah,Hialeah,FL,33012,"3705 W 20th Ave Ste 140, Hialeah, FL 33012, USA",25.855438,-80.3207986,(305) 820-6897,https://locations.questdiagnostics.com/fl/hialeah/3705-w-20th-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ_6yjuvKk2YgR214UDFKFfmo,FL,miami-gardens,Miami Gardens,FL,33015,"18600 NW 87th Ave Unit 105, Miami Gardens, FL 33015, USA",25.944159,-80.3441129,(305) 829-9977,https://locations.questdiagnostics.com/fl/miami/18600-nw-87th-ave,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ5SdJBgO52YgRnMj5qTX31bk,FL,miami,Miami,FL,33144,"8279 W Flagler St, Miami, FL 33144, USA",25.7724713,-80.3296658,(305) 261-4486,https://locations.questdiagnostics.com/fl/miami/8279-w-flagler-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJM-G2Hm-u2YgRx8IKFS7Hyh0,FL,north-miami-beach,North Miami Beach,FL,33169,"100 NW 170th St Ste 204, North Miami Beach, FL 33169, USA",25.930635799999997,-80.2025439,(305) 652-8274,https://locations.questdiagnostics.com/fl/north-miami-beach/100-nw-170th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJ4RjcDVu_2YgRVTKT6wyGL-g,FL,miami,Miami,FL,33165,"11485 SW 40th St, Miami, FL 33165, USA",25.7344762,-80.3803409,(201) 957-6703,https://locations.questdiagnostics.com/fl/miami/11485-sw-40th-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJo3rhbtKr2YgRQmo9vBZBwgg,FL,hollywood,Hollywood,FL,33021,"3343 Sheridan St, Hollywood, FL 33021, USA",26.033734199999998,-80.1766658,(954) 985-0659,https://locations.questdiagnostics.com/fl/hollywood/3343-sheridan-st,OPERATIONAL,2026-05-28T19:50:51+00:00
ChIJccSUgv6l2YgRny0oE4xk6cw,FL,pembroke-pines,Pembroke Pines,FL,33025,"12237 Pembroke Rd, Pembroke Pines, FL 33025, USA",25.9955493,-80.3091128,(786) 441-6794,https://locations.questdiagnostics.com/fl/pembroke-pines/12237-pembroke-rd,OPERATIONAL,2026-05-28T19:50:51+00:00
